id,name,album,artist,release_date,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
1z3ugFmUKoCzGsI6jdY4Ci,Like a Prayer,Celebration (double disc version),Madonna,2009-09-18,342680,72,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,audio_features,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/tracks/1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/audio-analysis/1z3ugFmUKoCzGsI6jdY4Ci,342680,4
6wNNhduAv04cytUxHgYv1F,Memory,Stages,Elaine Paige,1983,251693,36,0.198,0.155,3,-15.993,1,0.0358,0.743,0.00149,0.344,0.086,175.152,audio_features,spotify:track:6wNNhduAv04cytUxHgYv1F,https://api.spotify.com/v1/tracks/6wNNhduAv04cytUxHgYv1F,https://api.spotify.com/v1/audio-analysis/6wNNhduAv04cytUxHgYv1F,251693,3
389QX9Q1eUOEZ19vtzzI9O,While My Guitar Gently Weeps - Remastered 2009,The Beatles (Remastered),The Beatles,1968-11-22,285000,69,0.453,0.654,4,-8.855,0,0.0317,0.0205,0.00395,0.172,0.702,115.0,audio_features,spotify:track:389QX9Q1eUOEZ19vtzzI9O,https://api.spotify.com/v1/tracks/389QX9Q1eUOEZ19vtzzI9O,https://api.spotify.com/v1/audio-analysis/389QX9Q1eUOEZ19vtzzI9O,285000,4
4VrWlk8IQxevMvERoX08iC,Chandelier,1000 Forms Of Fear,Sia,2014-07-04,216120,78,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,audio_features,spotify:track:4VrWlk8IQxevMvERoX08iC,https://api.spotify.com/v1/tracks/4VrWlk8IQxevMvERoX08iC,https://api.spotify.com/v1/audio-analysis/4VrWlk8IQxevMvERoX08iC,216120,5
4afJNzc6QD51eWAxzAnS0i,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack - Pop Mix",The Very Best of Aerosmith: Devil's Got a New Disguise,Aerosmith,2006-10-17,267986,45,0.406,0.659,2,-5.263,1,0.0336,0.124,0.0,0.317,0.236,120.927,audio_features,spotify:track:4afJNzc6QD51eWAxzAnS0i,https://api.spotify.com/v1/tracks/4afJNzc6QD51eWAxzAnS0i,https://api.spotify.com/v1/audio-analysis/4afJNzc6QD51eWAxzAnS0i,267987,4
0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),Nothing but the Beat (Ultimate Edition),David Guetta,2012-12-07,245040,79,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,audio_features,spotify:track:0TDLuuLlV54CkRRUOahJb4,https://api.spotify.com/v1/tracks/0TDLuuLlV54CkRRUOahJb4,https://api.spotify.com/v1/audio-analysis/0TDLuuLlV54CkRRUOahJb4,245040,4
2obblQ6tcePeOEVJV6nEGD,Cat's in the Cradle,Verities & Balderdash,Harry Chapin,1974,222951,66,0.489,0.577,10,-9.765,1,0.042,0.233,0.0,0.123,0.519,78.112,audio_features,spotify:track:2obblQ6tcePeOEVJV6nEGD,https://api.spotify.com/v1/tracks/2obblQ6tcePeOEVJV6nEGD,https://api.spotify.com/v1/audio-analysis/2obblQ6tcePeOEVJV6nEGD,222951,4
14XWXWv5FoCbFzLksawpEe,Riders on the Storm,L.A. Woman,The Doors,1971-04-19,434720,73,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,audio_features,spotify:track:14XWXWv5FoCbFzLksawpEe,https://api.spotify.com/v1/tracks/14XWXWv5FoCbFzLksawpEe,https://api.spotify.com/v1/audio-analysis/14XWXWv5FoCbFzLksawpEe,434720,4
4x3XzqDLZbRF7Ap6MIaJ9a,Bad Romance,The Fame Monster (International Deluxe),Lady Gaga,2009-11-18,294466,53,0.693,0.924,0,-3.711,1,0.0392,0.0034,4.4e-05,0.0926,0.715,118.983,audio_features,spotify:track:4x3XzqDLZbRF7Ap6MIaJ9a,https://api.spotify.com/v1/tracks/4x3XzqDLZbRF7Ap6MIaJ9a,https://api.spotify.com/v1/audio-analysis/4x3XzqDLZbRF7Ap6MIaJ9a,294467,4
6EPRKhUOdiFSQwGBRBbvsZ,Ace of Spades,Ace of Spades (Expanded Edition),Motörhead,1980-11-08,166920,74,0.329,0.974,3,-8.77,0,0.135,0.000852,0.000118,0.0904,0.234,140.862,audio_features,spotify:track:6EPRKhUOdiFSQwGBRBbvsZ,https://api.spotify.com/v1/tracks/6EPRKhUOdiFSQwGBRBbvsZ,https://api.spotify.com/v1/audio-analysis/6EPRKhUOdiFSQwGBRBbvsZ,166920,4
3xkVbvpG3aOF2vi9qH2jh1,Eva,Eva,Umberto Tozzi,1982,265826,17,0.623,0.597,5,-6.529,1,0.0399,0.267,0.0,0.526,0.53,96.583,audio_features,spotify:track:3xkVbvpG3aOF2vi9qH2jh1,https://api.spotify.com/v1/tracks/3xkVbvpG3aOF2vi9qH2jh1,https://api.spotify.com/v1/audio-analysis/3xkVbvpG3aOF2vi9qH2jh1,265827,4
08rTyeWZjwUhLcGhNupFZT,C'Era Un Ragazzo Che Come Me Amava I Beatles E I Rolling Stones,Gianni Morandi - Rarities 1966 vol. 1,Gianni Morandi,2016-12-16,196986,41,0.522,0.602,5,-10.581,1,0.0435,0.144,0.0,0.182,0.853,126.495,audio_features,spotify:track:08rTyeWZjwUhLcGhNupFZT,https://api.spotify.com/v1/tracks/08rTyeWZjwUhLcGhNupFZT,https://api.spotify.com/v1/audio-analysis/08rTyeWZjwUhLcGhNupFZT,196987,4
0TarPYIjJndYucFUOMce8P,Burbujas de Amor,Bachata Rosa,Juan Luis Guerra 4.40,1990-01-01,250920,67,0.621,0.675,0,-5.941,1,0.0305,0.295,0.0,0.174,0.747,125.122,audio_features,spotify:track:0TarPYIjJndYucFUOMce8P,https://api.spotify.com/v1/tracks/0TarPYIjJndYucFUOMce8P,https://api.spotify.com/v1/audio-analysis/0TarPYIjJndYucFUOMce8P,250920,4
5XfWzGa5zuz88IOYbWNTMa,Mr. Crowley,Blizzard of Ozz (Expanded Edition),Ozzy Osbourne,1980-09-20,302640,0,0.287,0.757,2,-6.482,0,0.0591,0.204,0.000294,0.359,0.357,108.554,audio_features,spotify:track:5XfWzGa5zuz88IOYbWNTMa,https://api.spotify.com/v1/tracks/5XfWzGa5zuz88IOYbWNTMa,https://api.spotify.com/v1/audio-analysis/5XfWzGa5zuz88IOYbWNTMa,302640,4
1FJLO5YWSmMDwngWpHfzbo,Sr. Ozzy,Sr. Ozzy,Zé Ramalho & Robertinho de Recife,2019-02-18,262522,25,0.604,0.835,1,-3.543,0,0.027,0.0121,0.00256,0.0605,0.295,98.001,audio_features,spotify:track:1FJLO5YWSmMDwngWpHfzbo,https://api.spotify.com/v1/tracks/1FJLO5YWSmMDwngWpHfzbo,https://api.spotify.com/v1/audio-analysis/1FJLO5YWSmMDwngWpHfzbo,262522,4
0HuNPrWCyZpCx59pu9ON99,Immortality (feat. Bee Gees),Let's Talk About Love,Céline Dion,1997-10-24,250893,59,0.546,0.315,2,-11.208,1,0.0324,0.601,3.43e-06,0.0795,0.0756,82.951,audio_features,spotify:track:0HuNPrWCyZpCx59pu9ON99,https://api.spotify.com/v1/tracks/0HuNPrWCyZpCx59pu9ON99,https://api.spotify.com/v1/audio-analysis/0HuNPrWCyZpCx59pu9ON99,250893,4
0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remaster,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),David Bowie,1972-06-06,254293,73,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,audio_features,spotify:track:0pQskrTITgmCMyr85tb9qq,https://api.spotify.com/v1/tracks/0pQskrTITgmCMyr85tb9qq,https://api.spotify.com/v1/audio-analysis/0pQskrTITgmCMyr85tb9qq,254293,4
00b4rRd7pMed1oEzWMZ7OS,Ás de Espadas,Ás de Espadas,Robertinho De Recife,2019-12-12,178187,25,0.682,0.872,1,-5.967,1,0.0389,7.02e-05,0.0164,0.192,0.678,114.021,audio_features,spotify:track:00b4rRd7pMed1oEzWMZ7OS,https://api.spotify.com/v1/tracks/00b4rRd7pMed1oEzWMZ7OS,https://api.spotify.com/v1/audio-analysis/00b4rRd7pMed1oEzWMZ7OS,178188,4
3pUQEJXwmnooceL5DqluNA,Borbulhas de Amor (Tenho um Coração) [Borbujas de Amor],Pedras Que Cantam,Fagner,1991-03-04,249280,57,0.67,0.523,11,-11.508,1,0.0314,0.685,0.0,0.136,0.693,126.474,audio_features,spotify:track:3pUQEJXwmnooceL5DqluNA,https://api.spotify.com/v1/tracks/3pUQEJXwmnooceL5DqluNA,https://api.spotify.com/v1/audio-analysis/3pUQEJXwmnooceL5DqluNA,249280,4
7mZZZ7uLhi8df4xinKOu0Q,Eva,Radio Taxi,Radio Taxi,1983-07-13,209133,49,0.557,0.471,2,-10.624,1,0.0302,0.106,0.0,0.311,0.319,99.906,audio_features,spotify:track:7mZZZ7uLhi8df4xinKOu0Q,https://api.spotify.com/v1/tracks/7mZZZ7uLhi8df4xinKOu0Q,https://api.spotify.com/v1/audio-analysis/7mZZZ7uLhi8df4xinKOu0Q,209133,4
5zbutV48aKhYIUOdAuGAuX,O Astronauta de Mármore (Starman),Cardume,Nenhum De Nós,1987-02-17,195533,54,0.644,0.637,5,-5.75,1,0.0284,0.65,0.0,0.181,0.575,107.333,audio_features,spotify:track:5zbutV48aKhYIUOdAuGAuX,https://api.spotify.com/v1/tracks/5zbutV48aKhYIUOdAuGAuX,https://api.spotify.com/v1/audio-analysis/5zbutV48aKhYIUOdAuGAuX,195533,4
7BwjUPx97RgQCNTpux1RrK,Мальчик хочет в Тамбов,Кто-то простит,Murat Nasyrov,1997,215457,46,0.773,0.794,8,-9.23,0,0.0482,0.15,0.0,0.0188,0.977,98.133,audio_features,spotify:track:7BwjUPx97RgQCNTpux1RrK,https://api.spotify.com/v1/tracks/7BwjUPx97RgQCNTpux1RrK,https://api.spotify.com/v1/audio-analysis/7BwjUPx97RgQCNTpux1RrK,215458,4
5HDlh6UhT3AMQs935wE1qr,"Era um Garoto, Que Como Eu, Amava os Beatles e os Rolling Stones",O Papa É Pop,Engenheiros Do Hawaii,1990-10-22,265040,59,0.568,0.7,6,-5.42,1,0.0258,0.0409,7.11e-06,0.0838,0.571,131.885,audio_features,spotify:track:5HDlh6UhT3AMQs935wE1qr,https://api.spotify.com/v1/tracks/5HDlh6UhT3AMQs935wE1qr,https://api.spotify.com/v1/audio-analysis/5HDlh6UhT3AMQs935wE1qr,265040,4
33FrM0i2g7uosARZ4aCFk1,"Tic, Tic, Tac",Filhos da Mata,Various Artists,1997-10-01,241369,52,0.855,0.665,8,-13.156,0,0.112,0.338,0.000122,0.279,0.96,99.902,audio_features,spotify:track:33FrM0i2g7uosARZ4aCFk1,https://api.spotify.com/v1/tracks/33FrM0i2g7uosARZ4aCFk1,https://api.spotify.com/v1/audio-analysis/33FrM0i2g7uosARZ4aCFk1,241370,4
5vk9PL1tTyWrQY3TqRq2Rg,Patches,Patches,Clarence Carter,1970,193826,48,0.639,0.544,4,-12.843,1,0.141,0.617,0.0,0.479,0.793,80.844,audio_features,spotify:track:5vk9PL1tTyWrQY3TqRq2Rg,https://api.spotify.com/v1/tracks/5vk9PL1tTyWrQY3TqRq2Rg,https://api.spotify.com/v1/audio-analysis/5vk9PL1tTyWrQY3TqRq2Rg,193827,4
1baWTzEA3bHpK2nMmomDmj,Marvin - Patches,Acústico MTV,Titãs,1997-09-22,264293,53,0.581,0.704,9,-8.962,1,0.0838,0.206,1.03e-06,0.942,0.704,167.415,audio_features,spotify:track:1baWTzEA3bHpK2nMmomDmj,https://api.spotify.com/v1/tracks/1baWTzEA3bHpK2nMmomDmj,https://api.spotify.com/v1/audio-analysis/1baWTzEA3bHpK2nMmomDmj,264293,4
5b7F1UQeVZjEHS79hyapjJ,Imortal,As Quatro Estações,Sandy e Junior,1999-01-11,245893,39,0.395,0.512,2,-6.991,1,0.0382,0.618,0.0,0.151,0.152,168.119,audio_features,spotify:track:5b7F1UQeVZjEHS79hyapjJ,https://api.spotify.com/v1/tracks/5b7F1UQeVZjEHS79hyapjJ,https://api.spotify.com/v1/audio-analysis/5b7F1UQeVZjEHS79hyapjJ,245893,4
0uukw2CgEIApv4IWAjXrBC,Dead!,The Black Parade,My Chemical Romance,2006-10-23,195520,67,0.481,0.973,7,-1.945,1,0.0542,0.0037,0.000877,0.325,0.362,99.331,audio_features,spotify:track:0uukw2CgEIApv4IWAjXrBC,https://api.spotify.com/v1/tracks/0uukw2CgEIApv4IWAjXrBC,https://api.spotify.com/v1/audio-analysis/0uukw2CgEIApv4IWAjXrBC,195520,4
383Xl5QTigwj3QiA3Qc6S7,The Devil Went Down to Georgia,A Decade Of Hits,The Charlie Daniels Band,1973,214866,69,0.523,0.626,0,-9.425,1,0.0523,0.155,0.0,0.0869,0.917,134.127,audio_features,spotify:track:383Xl5QTigwj3QiA3Qc6S7,https://api.spotify.com/v1/tracks/383Xl5QTigwj3QiA3Qc6S7,https://api.spotify.com/v1/audio-analysis/383Xl5QTigwj3QiA3Qc6S7,214867,4
50xQqiyIbP4GmQMimK4VjF,Rock Star,Songs From An American Movie: Learning How To Smile,Everclear,2000-01-01,212026,33,0.44,0.942,6,-4.623,1,0.0652,4.2e-05,0.462,0.215,0.4,134.935,audio_features,spotify:track:50xQqiyIbP4GmQMimK4VjF,https://api.spotify.com/v1/tracks/50xQqiyIbP4GmQMimK4VjF,https://api.spotify.com/v1/audio-analysis/50xQqiyIbP4GmQMimK4VjF,212027,4
5EKHbW7mXcAR4hCyS3YXjb,Atrasadinha - Ao Vivo,Por Inteiro (Primeira Metade) [Ao Vivo],Felipe Araújo,2018-09-20,172766,6,0.676,0.844,7,-3.396,1,0.109,0.498,0.0,0.866,0.716,159.969,audio_features,spotify:track:5EKHbW7mXcAR4hCyS3YXjb,https://api.spotify.com/v1/tracks/5EKHbW7mXcAR4hCyS3YXjb,https://api.spotify.com/v1/audio-analysis/5EKHbW7mXcAR4hCyS3YXjb,172767,4
4i9uK1cMwP1Pc5zHhtMEde,Cheia de Manias,Raça Negra - Vol. 3,Raça Negra,1992-01-01,211000,64,0.707,0.614,7,-9.377,0,0.058,0.198,0.0,0.177,0.957,156.473,audio_features,spotify:track:4i9uK1cMwP1Pc5zHhtMEde,https://api.spotify.com/v1/tracks/4i9uK1cMwP1Pc5zHhtMEde,https://api.spotify.com/v1/audio-analysis/4i9uK1cMwP1Pc5zHhtMEde,211000,4
50IjWGgEVwHLEtdUYsDKXS,Eu E Você Sempre - Live,Valeu Exalta!,Exaltasamba,2014-06-17,248173,43,0.553,0.554,5,-9.639,1,0.0512,0.518,0.0,0.534,0.828,157.573,audio_features,spotify:track:50IjWGgEVwHLEtdUYsDKXS,https://api.spotify.com/v1/tracks/50IjWGgEVwHLEtdUYsDKXS,https://api.spotify.com/v1/audio-analysis/50IjWGgEVwHLEtdUYsDKXS,248173,4
54eZmuggBFJbV7k248bTTt,A Horse with No Name,America,America,1972,252239,77,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,audio_features,spotify:track:54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/tracks/54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/audio-analysis/54eZmuggBFJbV7k248bTTt,252240,4
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,1985-02-25,251488,83,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4
3IQPCPmlf7lS5HjpB7PnAy,Cemetery Gates - (Bonus Track),Valkyrja,Týr,2013-09-17,445053,40,0.286,0.922,9,-5.679,1,0.0489,8.98e-05,0.0513,0.154,0.43,137.3,audio_features,spotify:track:3IQPCPmlf7lS5HjpB7PnAy,https://api.spotify.com/v1/tracks/3IQPCPmlf7lS5HjpB7PnAy,https://api.spotify.com/v1/audio-analysis/3IQPCPmlf7lS5HjpB7PnAy,445053,4
5pT4So93Gl4dySdw8sT7EJ,Eu E Você Sempre - Live,Livre Pra Voar,Exaltasamba,2007-01-01,251560,53,0.551,0.536,5,-10.589,0,0.0504,0.532,0.0,0.134,0.778,156.531,audio_features,spotify:track:5pT4So93Gl4dySdw8sT7EJ,https://api.spotify.com/v1/tracks/5pT4So93Gl4dySdw8sT7EJ,https://api.spotify.com/v1/audio-analysis/5pT4So93Gl4dySdw8sT7EJ,251560,4
5G1kqxy687hgV4inqj4QNy,Quero Chiclete,Maxximum - Chiclete Com Banana,Chiclete Com Banana,2005-08-08,194240,17,0.595,0.847,9,-6.628,1,0.146,0.264,0.0,0.32,0.672,166.147,audio_features,spotify:track:5G1kqxy687hgV4inqj4QNy,https://api.spotify.com/v1/tracks/5G1kqxy687hgV4inqj4QNy,https://api.spotify.com/v1/audio-analysis/5G1kqxy687hgV4inqj4QNy,194240,4
3pRaLNL3b8x5uBOcsgvdqM,Hallelujah,Grace,Jeff Buckley,1994,413826,71,0.324,0.136,0,-10.33,1,0.0318,0.931,0.00117,0.176,0.0831,97.256,audio_features,spotify:track:3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/tracks/3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/audio-analysis/3pRaLNL3b8x5uBOcsgvdqM,413827,3
3qqFNUN52EXdp0PJR89u3H,Jean Balmont,Romperia,Monoclub,2016-06-03,204453,0,0.607,0.771,9,-10.226,0,0.0293,0.608,0.0368,0.106,0.745,119.973,audio_features,spotify:track:3qqFNUN52EXdp0PJR89u3H,https://api.spotify.com/v1/tracks/3qqFNUN52EXdp0PJR89u3H,https://api.spotify.com/v1/audio-analysis/3qqFNUN52EXdp0PJR89u3H,204453,4
6ooluO7DiEhI1zmK94nRCM,Take Me Out,Franz Ferdinand,Franz Ferdinand,2004,237026,23,0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,0.494,104.545,audio_features,spotify:track:6ooluO7DiEhI1zmK94nRCM,https://api.spotify.com/v1/tracks/6ooluO7DiEhI1zmK94nRCM,https://api.spotify.com/v1/audio-analysis/6ooluO7DiEhI1zmK94nRCM,237027,4
6DiPkm7C3LD9XsJWTGPFgv,Three Little Pigs,Cereal Killer Soundtrack,Green Jelly,1993-02-25,353640,49,0.449,0.95,7,-4.978,1,0.225,0.0115,3.66e-05,0.514,0.339,144.469,audio_features,spotify:track:6DiPkm7C3LD9XsJWTGPFgv,https://api.spotify.com/v1/tracks/6DiPkm7C3LD9XsJWTGPFgv,https://api.spotify.com/v1/audio-analysis/6DiPkm7C3LD9XsJWTGPFgv,353640,4
46RVKt5Edm1zl0rXhPJZxz,Down Under,The Best Of Men At Work: Contraband,Men At Work,1996-02-01,220866,73,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,audio_features,spotify:track:46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/tracks/46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/audio-analysis/46RVKt5Edm1zl0rXhPJZxz,220867,4
2EoIt9vdgFRNW03u5IvFsQ,Achy Breaky Heart,Some Gave All,Billy Ray Cyrus,1992,203373,66,0.8,0.563,9,-10.209,1,0.0303,0.051,0.0,0.0797,0.961,121.808,audio_features,spotify:track:2EoIt9vdgFRNW03u5IvFsQ,https://api.spotify.com/v1/tracks/2EoIt9vdgFRNW03u5IvFsQ,https://api.spotify.com/v1/audio-analysis/2EoIt9vdgFRNW03u5IvFsQ,203373,4
7nJuEpX0qlpKXxUK0ioIMj,Eu Nasci Há 10 Mil Anos Atrás,Há 10 Mil Anos Atrás,Raul Seixas,1976,288600,52,0.415,0.956,9,-2.423,1,0.258,0.194,0.0,0.494,0.734,135.172,audio_features,spotify:track:7nJuEpX0qlpKXxUK0ioIMj,https://api.spotify.com/v1/tracks/7nJuEpX0qlpKXxUK0ioIMj,https://api.spotify.com/v1/audio-analysis/7nJuEpX0qlpKXxUK0ioIMj,288600,4
5Fc9KTi19410zQoLZAYSWh,I Should Have Known Better,Songs About Love - The Classics,Various Artists,2010-01-01,218746,54,0.529,0.425,5,-10.94,1,0.023,0.48,0.00629,0.0875,0.444,77.99,audio_features,spotify:track:5Fc9KTi19410zQoLZAYSWh,https://api.spotify.com/v1/tracks/5Fc9KTi19410zQoLZAYSWh,https://api.spotify.com/v1/audio-analysis/5Fc9KTi19410zQoLZAYSWh,218747,4
2YjLu9yOpNDqea7HONOa0H,Garçom,"Grandes Astros Grandes Sucessos, Vol. 1",Various Artists,2000-01-02,201165,49,0.639,0.662,2,-7.983,0,0.0317,0.107,0.0,0.477,0.698,104.022,audio_features,spotify:track:2YjLu9yOpNDqea7HONOa0H,https://api.spotify.com/v1/tracks/2YjLu9yOpNDqea7HONOa0H,https://api.spotify.com/v1/audio-analysis/2YjLu9yOpNDqea7HONOa0H,201166,4
6N0AnkdDFZUetw8KAGHV7e,Godzilla,Spectres,Blue Öyster Cult,1977,221400,63,0.373,0.869,4,-7.719,1,0.0554,0.164,7.76e-06,0.605,0.696,184.024,audio_features,spotify:track:6N0AnkdDFZUetw8KAGHV7e,https://api.spotify.com/v1/tracks/6N0AnkdDFZUetw8KAGHV7e,https://api.spotify.com/v1/audio-analysis/6N0AnkdDFZUetw8KAGHV7e,221400,4
0ftMOhVfFm5Wbs5sZdEtsC,Balaclava,Favourite Worst Nightmare,Arctic Monkeys,2007-04-22,171226,59,0.414,0.811,11,-4.4,0,0.0919,0.00133,0.000129,0.333,0.762,137.617,audio_features,spotify:track:0ftMOhVfFm5Wbs5sZdEtsC,https://api.spotify.com/v1/tracks/0ftMOhVfFm5Wbs5sZdEtsC,https://api.spotify.com/v1/audio-analysis/0ftMOhVfFm5Wbs5sZdEtsC,171227,4
2CfYBDMvXBKxIqBOUjAvfU,Cilada,Não Quero Saber de Ti Ti Ti,Molejo,1993-12-02,223160,57,0.668,0.744,9,-10.717,0,0.111,0.363,0.0,0.0977,0.931,104.665,audio_features,spotify:track:2CfYBDMvXBKxIqBOUjAvfU,https://api.spotify.com/v1/tracks/2CfYBDMvXBKxIqBOUjAvfU,https://api.spotify.com/v1/audio-analysis/2CfYBDMvXBKxIqBOUjAvfU,223160,4
2wSAWEYUHkt92X4SBAPqZE,Karma Chameleon - Remastered 2002,Colour By Numbers,Culture Club,1983-10-01,252773,73,0.668,0.73,10,-7.182,1,0.0366,0.225,0.0,0.188,0.894,92.049,audio_features,spotify:track:2wSAWEYUHkt92X4SBAPqZE,https://api.spotify.com/v1/tracks/2wSAWEYUHkt92X4SBAPqZE,https://api.spotify.com/v1/audio-analysis/2wSAWEYUHkt92X4SBAPqZE,252773,4
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),Uptown Special,Mark Ronson,2015-01-12,269666,83,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,audio_features,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4
1J7JfwNydXTlo6JDwZrTFm,Pare!,Zezé Di Camargo & Luciano 1999,Zezé Di Camargo & Luciano,1999-08-19,250826,31,0.556,0.745,4,-4.952,1,0.0358,0.204,0.0,0.209,0.577,141.839,audio_features,spotify:track:1J7JfwNydXTlo6JDwZrTFm,https://api.spotify.com/v1/tracks/1J7JfwNydXTlo6JDwZrTFm,https://api.spotify.com/v1/audio-analysis/1J7JfwNydXTlo6JDwZrTFm,250827,4
4xWJd4UaOwFn4X7ktIvh6G,Acima do Sol - Ao Vivo,#1 Hits,Skank,2013-01-28,312573,55,0.45,0.889,7,-4.688,1,0.0657,0.356,0.0,0.911,0.262,91.947,audio_features,spotify:track:4xWJd4UaOwFn4X7ktIvh6G,https://api.spotify.com/v1/tracks/4xWJd4UaOwFn4X7ktIvh6G,https://api.spotify.com/v1/audio-analysis/4xWJd4UaOwFn4X7ktIvh6G,312573,4
2u2udGmop1z67EPpr91km7,Man in the Mirror,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,1995-06-16,319306,64,0.794,0.798,8,-5.639,1,0.0366,0.429,1.16e-05,0.118,0.265,100.338,audio_features,spotify:track:2u2udGmop1z67EPpr91km7,https://api.spotify.com/v1/tracks/2u2udGmop1z67EPpr91km7,https://api.spotify.com/v1/audio-analysis/2u2udGmop1z67EPpr91km7,319307,4
41R0wqtHyOu63t2hp3ztx7,How to Write a Love Song,Animal Vehicle,The Axis of Awesome,2011-07-02,245893,23,0.645,0.7,8,-6.886,1,0.306,0.34,0.0,0.118,0.455,79.245,audio_features,spotify:track:41R0wqtHyOu63t2hp3ztx7,https://api.spotify.com/v1/tracks/41R0wqtHyOu63t2hp3ztx7,https://api.spotify.com/v1/audio-analysis/41R0wqtHyOu63t2hp3ztx7,245893,4
25U7raB3ZSszayTYClh4hF,Somewhere Over The Rainbow_What A Wonderful World,Facing Future,Israel Kamakawiwo'ole,1993-11-01,308026,70,0.663,0.168,0,-13.725,1,0.0448,0.928,5.68e-05,0.361,0.678,85.005,audio_features,spotify:track:25U7raB3ZSszayTYClh4hF,https://api.spotify.com/v1/tracks/25U7raB3ZSszayTYClh4hF,https://api.spotify.com/v1/audio-analysis/25U7raB3ZSszayTYClh4hF,308027,4
1UI0p7UHJVyiVlug9ENhjg,Dueto,Caravanas,Chico Buarque,2017-08-25,202080,55,0.457,0.385,0,-9.673,1,0.0384,0.769,0.0,0.0756,0.314,99.377,audio_features,spotify:track:1UI0p7UHJVyiVlug9ENhjg,https://api.spotify.com/v1/tracks/1UI0p7UHJVyiVlug9ENhjg,https://api.spotify.com/v1/audio-analysis/1UI0p7UHJVyiVlug9ENhjg,202080,4
4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - Remastered 2011,A Night At The Opera (2011 Remaster),Queen,1975-11-21,354320,82,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,audio_features,spotify:track:4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/tracks/4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/audio-analysis/4u7EnebtmKWzUH433cf5Qv,354320,4
3FIuBxOxuQ6kYy8JO0gq2a,Construção,Construção,Chico Buarque,1971-01-01,383626,56,0.479,0.725,4,-5.615,0,0.0298,0.24,1.19e-05,0.158,0.595,126.727,audio_features,spotify:track:3FIuBxOxuQ6kYy8JO0gq2a,https://api.spotify.com/v1/tracks/3FIuBxOxuQ6kYy8JO0gq2a,https://api.spotify.com/v1/audio-analysis/3FIuBxOxuQ6kYy8JO0gq2a,383627,4
1p8n3TDv4nO84UprB8Kwzd,João e Maria,Chico Buarque Essencial (Box),Chico Buarque,2008,140733,0,0.567,0.444,7,-8.577,0,0.0343,0.72,1.24e-05,0.0991,0.628,115.046,audio_features,spotify:track:1p8n3TDv4nO84UprB8Kwzd,https://api.spotify.com/v1/tracks/1p8n3TDv4nO84UprB8Kwzd,https://api.spotify.com/v1/audio-analysis/1p8n3TDv4nO84UprB8Kwzd,140733,3
