,id,name,album,artist,release_date,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,cluster
160,4G0Rw3Uo5IsphT7rJx1WvK,Fel Shara,Racines,Presensya,2011-01-16,110306,0,0.404,0.404,4,-7.352,0,0.0479,0.936,0.00829,0.0853,0.922,169.808,audio_features,spotify:track:4G0Rw3Uo5IsphT7rJx1WvK,https://api.spotify.com/v1/tracks/4G0Rw3Uo5IsphT7rJx1WvK,https://api.spotify.com/v1/audio-analysis/4G0Rw3Uo5IsphT7rJx1WvK,110307,4,8
161,4Dp5srfd7ulmNA3itoxZTg,"Fel Shara (Italian, French, Spanish, Arabic, Englishl: Beautiful Girl)",A New World,Kol Shira,2009-12-12,220506,0,0.565,0.126,9,-15.24,0,0.0902,0.847,5.77e-06,0.645,0.668,127.384,audio_features,spotify:track:4Dp5srfd7ulmNA3itoxZTg,https://api.spotify.com/v1/tracks/4Dp5srfd7ulmNA3itoxZTg,https://api.spotify.com/v1/audio-analysis/4Dp5srfd7ulmNA3itoxZTg,220507,4,0
162,06F2PI2iglpvT4zzEE0MlS,Oro se vie,Oro se vie,Yvostellka,2013-01-24,134093,0,0.619,0.271,2,-7.28,1,0.102,0.969,0.0,0.0843,0.738,75.625,audio_features,spotify:track:06F2PI2iglpvT4zzEE0MlS,https://api.spotify.com/v1/tracks/06F2PI2iglpvT4zzEE0MlS,https://api.spotify.com/v1/audio-analysis/06F2PI2iglpvT4zzEE0MlS,134093,3,8
163,2ZY0fRm0v4VGNUdTA2vOg6,Der heyser bulgar,Oro se vie,Yvostellka,2013-01-24,299760,0,0.426,0.751,7,-6.455,1,0.0483,0.494,7.91e-05,0.34,0.683,153.99,audio_features,spotify:track:2ZY0fRm0v4VGNUdTA2vOg6,https://api.spotify.com/v1/tracks/2ZY0fRm0v4VGNUdTA2vOg6,https://api.spotify.com/v1/audio-analysis/2ZY0fRm0v4VGNUdTA2vOg6,299760,4,2
164,4maHqQ2ulggakKrP9lLNtz,No Me Puso Mi Madre Cosa Ninguna,La Prima Vez,Fortuna,1993-01-01,83040,0,0.786,0.415,0,-9.227,0,0.0941,0.841,0.0,0.0941,0.836,131.335,audio_features,spotify:track:4maHqQ2ulggakKrP9lLNtz,https://api.spotify.com/v1/tracks/4maHqQ2ulggakKrP9lLNtz,https://api.spotify.com/v1/audio-analysis/4maHqQ2ulggakKrP9lLNtz,83040,4,8
165,2vqYasauhDLVjTt7CGWK6y,Fado Vianinha,Fado Tradicional,Mariza,2010,151266,0,0.533,0.265,9,-9.868,1,0.0444,0.901,0.0,0.0928,0.421,135.106,audio_features,spotify:track:2vqYasauhDLVjTt7CGWK6y,https://api.spotify.com/v1/tracks/2vqYasauhDLVjTt7CGWK6y,https://api.spotify.com/v1/audio-analysis/2vqYasauhDLVjTt7CGWK6y,151267,4,1
166,6DOZPPwFkodxLGHzc9zbuB,"Promete, Jura",Fado Tradicional,Mariza,2010,233173,0,0.674,0.258,6,-11.172,0,0.034,0.729,0.000346,0.12,0.357,120.06,audio_features,spotify:track:6DOZPPwFkodxLGHzc9zbuB,https://api.spotify.com/v1/tracks/6DOZPPwFkodxLGHzc9zbuB,https://api.spotify.com/v1/audio-analysis/6DOZPPwFkodxLGHzc9zbuB,233173,4,8
167,2qBhaq9PE0YwycjmlvCmhZ,As Meninas dos meus olhos,Fado Tradicional,Mariza,2010,154693,0,0.669,0.309,6,-9.454,0,0.0363,0.858,1.99e-06,0.093,0.669,137.042,audio_features,spotify:track:2qBhaq9PE0YwycjmlvCmhZ,https://api.spotify.com/v1/tracks/2qBhaq9PE0YwycjmlvCmhZ,https://api.spotify.com/v1/audio-analysis/2qBhaq9PE0YwycjmlvCmhZ,154693,4,8
168,2JbiHIdBiqRGQHl3oysdio,"Ai, esta pena de mim",Fado Tradicional,Mariza,2010,153266,0,0.606,0.0283,9,-8.146,1,0.0678,0.907,0.0,0.0937,0.501,86.214,audio_features,spotify:track:2JbiHIdBiqRGQHl3oysdio,https://api.spotify.com/v1/tracks/2JbiHIdBiqRGQHl3oysdio,https://api.spotify.com/v1/audio-analysis/2JbiHIdBiqRGQHl3oysdio,153267,4,8
169,70gpQGEjU5Pv4o1Eo1wySN,Na Rua do Silencio,Fado Tradicional,Mariza,2010,168426,0,0.738,0.222,11,-9.975,0,0.0406,0.797,2.61e-06,0.125,0.577,122.13,audio_features,spotify:track:70gpQGEjU5Pv4o1Eo1wySN,https://api.spotify.com/v1/tracks/70gpQGEjU5Pv4o1Eo1wySN,https://api.spotify.com/v1/audio-analysis/70gpQGEjU5Pv4o1Eo1wySN,168427,4,8
170,5BZaRTVcik0EbEkTWpinqG,Loucura - live,Concerto em Lisboa,Mariza,2007-03-26,281400,6,0.357,0.59,2,-11.316,0,0.113,0.616,0.000258,0.967,0.433,99.703,audio_features,spotify:track:5BZaRTVcik0EbEkTWpinqG,https://api.spotify.com/v1/tracks/5BZaRTVcik0EbEkTWpinqG,https://api.spotify.com/v1/audio-analysis/5BZaRTVcik0EbEkTWpinqG,281400,4,0
171,4CkdjY2ZFbRfrm9USsNosA,Medo - live,Concerto em Lisboa,Mariza,2007-03-26,194613,5,0.441,0.19,7,-10.486,0,0.0349,0.735,0.0,0.763,0.229,119.985,audio_features,spotify:track:4CkdjY2ZFbRfrm9USsNosA,https://api.spotify.com/v1/tracks/4CkdjY2ZFbRfrm9USsNosA,https://api.spotify.com/v1/audio-analysis/4CkdjY2ZFbRfrm9USsNosA,194613,4,0
172,3mdCHrmKKovlPZDUWj1NDf,Barco Negro - live,Concerto em Lisboa,Mariza,2007-03-26,344600,8,0.628,0.608,11,-13.551,1,0.134,0.134,0.000247,0.879,0.557,87.487,audio_features,spotify:track:3mdCHrmKKovlPZDUWj1NDf,https://api.spotify.com/v1/tracks/3mdCHrmKKovlPZDUWj1NDf,https://api.spotify.com/v1/audio-analysis/3mdCHrmKKovlPZDUWj1NDf,344600,4,0
173,4IH26eA4QMNegJMzGr25mq,Meu Fado Meu - live,Concerto em Lisboa,Mariza,2007-03-26,224426,5,0.397,0.18,7,-12.196,1,0.0319,0.7,0.000141,0.951,0.141,71.246,audio_features,spotify:track:4IH26eA4QMNegJMzGr25mq,https://api.spotify.com/v1/tracks/4IH26eA4QMNegJMzGr25mq,https://api.spotify.com/v1/audio-analysis/4IH26eA4QMNegJMzGr25mq,224427,4,0
174,3vfFXDAug3mQNuWVWWNGpt,Cavaleiro Monge - live,Concerto em Lisboa,Mariza,2007-03-26,300520,4,0.366,0.341,4,-8.743,0,0.043,0.753,0.0,0.961,0.129,77.846,audio_features,spotify:track:3vfFXDAug3mQNuWVWWNGpt,https://api.spotify.com/v1/tracks/3vfFXDAug3mQNuWVWWNGpt,https://api.spotify.com/v1/audio-analysis/3vfFXDAug3mQNuWVWWNGpt,300520,4,0
175,1W0IgsMGuNzaBBwz1SPOj5,Recusa - live,Concerto em Lisboa,Mariza,2007-03-26,153400,4,0.631,0.624,11,-8.02,0,0.0746,0.584,0.0,0.912,0.425,135.423,audio_features,spotify:track:1W0IgsMGuNzaBBwz1SPOj5,https://api.spotify.com/v1/tracks/1W0IgsMGuNzaBBwz1SPOj5,https://api.spotify.com/v1/audio-analysis/1W0IgsMGuNzaBBwz1SPOj5,153400,3,0
176,4xL8uwtIMp8lYaGf8LyoPM,Há Palavras Que Nos Beijam - live,Concerto em Lisboa,Mariza,2007-03-26,206786,3,0.3,0.196,11,-13.11,0,0.0396,0.561,8.03e-05,0.713,0.0764,147.734,audio_features,spotify:track:4xL8uwtIMp8lYaGf8LyoPM,https://api.spotify.com/v1/tracks/4xL8uwtIMp8lYaGf8LyoPM,https://api.spotify.com/v1/audio-analysis/4xL8uwtIMp8lYaGf8LyoPM,206787,4,0
177,44IiRHJhdxD67vY01qzjHC,Ó Gente da Minha Terra - live,Concerto em Lisboa,Mariza,2007-03-26,464746,6,0.245,0.729,7,-13.814,0,0.11,0.674,0.0154,0.968,0.171,100.142,audio_features,spotify:track:44IiRHJhdxD67vY01qzjHC,https://api.spotify.com/v1/tracks/44IiRHJhdxD67vY01qzjHC,https://api.spotify.com/v1/audio-analysis/44IiRHJhdxD67vY01qzjHC,464747,3,0
178,2fken7HYxCmWYmN1Z1lxze,O Silêncio da Guitarra,Fado Curvo,Mariza,2003,171106,5,0.453,0.145,9,-13.407,1,0.0474,0.831,0.000423,0.17,0.374,176.903,audio_features,spotify:track:2fken7HYxCmWYmN1Z1lxze,https://api.spotify.com/v1/tracks/2fken7HYxCmWYmN1Z1lxze,https://api.spotify.com/v1/audio-analysis/2fken7HYxCmWYmN1Z1lxze,171107,4,1
179,0Dpg3nvsJPLtVaR4fMLAFH,Going Home (feat. Abigail Washburn),Sing Me Home,Yo-Yo Ma & The Silk Road Ensemble,2016-04-22,331906,35,0.205,0.13,9,-14.286,1,0.0382,0.932,0.000322,0.111,0.0448,137.145,audio_features,spotify:track:0Dpg3nvsJPLtVaR4fMLAFH,https://api.spotify.com/v1/tracks/0Dpg3nvsJPLtVaR4fMLAFH,https://api.spotify.com/v1/audio-analysis/0Dpg3nvsJPLtVaR4fMLAFH,331907,1,7
180,4sD5mD6uNxJEtEmuLZgKoj,Aililiu Na Gamhna,Celtic Woman Presents: The Water Is Wide,Órla Fallon,2005-01-01,154773,0,0.412,0.278,11,-13.919,0,0.0652,0.931,0.11,0.102,0.277,81.442,audio_features,spotify:track:4sD5mD6uNxJEtEmuLZgKoj,https://api.spotify.com/v1/tracks/4sD5mD6uNxJEtEmuLZgKoj,https://api.spotify.com/v1/audio-analysis/4sD5mD6uNxJEtEmuLZgKoj,154773,3,1
181,3rYTdFGNdE4rasctJsunwm,Sinnerman,Music From The Thomas Crown Affair,Various Artists,1999,619533,0,0.412,0.644,11,-9.719,0,0.0945,0.609,3.45e-05,0.0902,0.687,146.63,audio_features,spotify:track:3rYTdFGNdE4rasctJsunwm,https://api.spotify.com/v1/tracks/3rYTdFGNdE4rasctJsunwm,https://api.spotify.com/v1/audio-analysis/3rYTdFGNdE4rasctJsunwm,619533,4,8
182,3g2fYZW5v2od8KIF7VktT0,Scarborough Fair / Canticle,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,1966-10-10,190346,63,0.336,0.248,2,-15.626,1,0.0324,0.648,0.0,0.113,0.297,128.548,audio_features,spotify:track:3g2fYZW5v2od8KIF7VktT0,https://api.spotify.com/v1/tracks/3g2fYZW5v2od8KIF7VktT0,https://api.spotify.com/v1/audio-analysis/3g2fYZW5v2od8KIF7VktT0,190347,3,1
183,5MqvFB5KuA0lDcRMXVgbCX,The Mystic's Dream,The Mask and Mirror,Loreena McKennitt,1994,463101,49,0.452,0.314,7,-14.077,1,0.0333,0.729,0.298,0.0563,0.124,111.031,audio_features,spotify:track:5MqvFB5KuA0lDcRMXVgbCX,https://api.spotify.com/v1/tracks/5MqvFB5KuA0lDcRMXVgbCX,https://api.spotify.com/v1/audio-analysis/5MqvFB5KuA0lDcRMXVgbCX,463102,4,1
184,0iiaWTYVkZM3BvwbvebSZC,Tango to Evora,The Visit,Loreena McKennitt,1991,255228,49,0.466,0.381,4,-10.049,0,0.0315,0.744,0.0158,0.134,0.354,118.927,audio_features,spotify:track:0iiaWTYVkZM3BvwbvebSZC,https://api.spotify.com/v1/tracks/0iiaWTYVkZM3BvwbvebSZC,https://api.spotify.com/v1/audio-analysis/0iiaWTYVkZM3BvwbvebSZC,255228,4,1
185,3D9u1UpCD8FU7LZFsMvVZQ,The Mummers' Dance,The Book of Secrets,Loreena McKennitt,1997,364477,48,0.541,0.414,0,-13.158,0,0.0304,0.324,0.114,0.099,0.287,120.279,audio_features,spotify:track:3D9u1UpCD8FU7LZFsMvVZQ,https://api.spotify.com/v1/tracks/3D9u1UpCD8FU7LZFsMvVZQ,https://api.spotify.com/v1/audio-analysis/3D9u1UpCD8FU7LZFsMvVZQ,364478,4,6
186,1yDNiVpmZBQ2MWoPvdv5sV,Marco Polo,The Book of Secrets,Loreena McKennitt,1997,317369,43,0.46,0.488,9,-11.761,1,0.041,0.00462,0.0731,0.112,0.467,167.914,audio_features,spotify:track:1yDNiVpmZBQ2MWoPvdv5sV,https://api.spotify.com/v1/tracks/1yDNiVpmZBQ2MWoPvdv5sV,https://api.spotify.com/v1/audio-analysis/1yDNiVpmZBQ2MWoPvdv5sV,317370,4,6
187,1Xmd7caTxwgkTkfhZSje4K,All Souls Night,The Visit,Loreena McKennitt,1991,310408,41,0.432,0.505,7,-11.158,1,0.0329,0.12,0.000147,0.394,0.149,141.27,audio_features,spotify:track:1Xmd7caTxwgkTkfhZSje4K,https://api.spotify.com/v1/tracks/1Xmd7caTxwgkTkfhZSje4K,https://api.spotify.com/v1/audio-analysis/1Xmd7caTxwgkTkfhZSje4K,310409,4,6
188,3t7MSRQNnij6IX7j68owpP,Skellig,The Book of Secrets,Loreena McKennitt,1997,370642,41,0.226,0.23,0,-13.292,0,0.0331,0.777,0.000588,0.0791,0.0792,107.46,audio_features,spotify:track:3t7MSRQNnij6IX7j68owpP,https://api.spotify.com/v1/tracks/3t7MSRQNnij6IX7j68owpP,https://api.spotify.com/v1/audio-analysis/3t7MSRQNnij6IX7j68owpP,370642,4,7
189,6gNoMpSzpWA1xZQxopLjRJ,She Moved Through the Fair - Live,Nights from the Alhambra (Live),Loreena McKennitt,2006-03-07,308901,19,0.259,0.144,7,-16.622,1,0.0424,0.974,0.00589,0.694,0.0638,138.282,audio_features,spotify:track:6gNoMpSzpWA1xZQxopLjRJ,https://api.spotify.com/v1/tracks/6gNoMpSzpWA1xZQxopLjRJ,https://api.spotify.com/v1/audio-analysis/6gNoMpSzpWA1xZQxopLjRJ,308901,3,7
190,0VRDukFdCZUItbEuzaiLmh,The Bonny Swans - Live,Nights from the Alhambra (Live),Loreena McKennitt,2006-03-07,286077,19,0.363,0.546,0,-11.766,0,0.0571,0.282,1.36e-05,0.817,0.387,137.691,audio_features,spotify:track:0VRDukFdCZUItbEuzaiLmh,https://api.spotify.com/v1/tracks/0VRDukFdCZUItbEuzaiLmh,https://api.spotify.com/v1/audio-analysis/0VRDukFdCZUItbEuzaiLmh,286077,4,0
191,21Qjkgt1ig06Tsh10Ai23k,Caravanserai - Live,Nights from the Alhambra (Live),Loreena McKennitt,2006-03-07,404905,19,0.377,0.432,2,-14.281,1,0.0431,0.526,0.0171,0.96,0.118,92.25,audio_features,spotify:track:21Qjkgt1ig06Tsh10Ai23k,https://api.spotify.com/v1/tracks/21Qjkgt1ig06Tsh10Ai23k,https://api.spotify.com/v1/audio-analysis/21Qjkgt1ig06Tsh10Ai23k,404906,4,0
192,5XGcmn11T8JxzbxBn1wmWx,Reel Around The Sun,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,385173,33,0.23,0.539,7,-13.932,1,0.0825,0.0677,0.578,0.104,0.0459,93.981,audio_features,spotify:track:5XGcmn11T8JxzbxBn1wmWx,https://api.spotify.com/v1/tracks/5XGcmn11T8JxzbxBn1wmWx,https://api.spotify.com/v1/audio-analysis/5XGcmn11T8JxzbxBn1wmWx,385173,4,4
193,3Bgl6noSNkqQGGTTFiOSpm,The Heart’s Cry,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,150106,23,0.268,0.0856,10,-23.232,1,0.039,0.979,0.000978,0.0838,0.141,79.343,audio_features,spotify:track:3Bgl6noSNkqQGGTTFiOSpm,https://api.spotify.com/v1/tracks/3Bgl6noSNkqQGGTTFiOSpm,https://api.spotify.com/v1/audio-analysis/3Bgl6noSNkqQGGTTFiOSpm,150107,1,7
194,17AbQjjhhQ44cdtgkbegXc,The Countess Cathleen/Women Of The Sidhe,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,294373,27,0.3,0.498,7,-12.427,1,0.0548,0.109,0.00204,0.0584,0.284,87.288,audio_features,spotify:track:17AbQjjhhQ44cdtgkbegXc,https://api.spotify.com/v1/tracks/17AbQjjhhQ44cdtgkbegXc,https://api.spotify.com/v1/audio-analysis/17AbQjjhhQ44cdtgkbegXc,294373,4,6
195,5ayDENmeMGEASsx32UDIMS,Caoineadh Cú Chulainn,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,316586,27,0.179,0.239,7,-16.886,1,0.0399,0.186,0.202,0.111,0.0371,100.978,audio_features,spotify:track:5ayDENmeMGEASsx32UDIMS,https://api.spotify.com/v1/tracks/5ayDENmeMGEASsx32UDIMS,https://api.spotify.com/v1/audio-analysis/5ayDENmeMGEASsx32UDIMS,316587,4,7
196,7avj5qgLXOR3vtkRjeuPCs,Firedance,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,363640,26,0.484,0.438,4,-11.717,0,0.0412,0.669,0.42,0.106,0.283,115.714,audio_features,spotify:track:7avj5qgLXOR3vtkRjeuPCs,https://api.spotify.com/v1/tracks/7avj5qgLXOR3vtkRjeuPCs,https://api.spotify.com/v1/audio-analysis/7avj5qgLXOR3vtkRjeuPCs,363640,4,9
197,4v3OUMHTKueGRsHkBjxbVG,Shivna,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,221653,20,0.743,0.336,7,-21.816,1,0.0377,0.766,0.00806,0.116,0.545,130.109,audio_features,spotify:track:4v3OUMHTKueGRsHkBjxbVG,https://api.spotify.com/v1/tracks/4v3OUMHTKueGRsHkBjxbVG,https://api.spotify.com/v1/audio-analysis/4v3OUMHTKueGRsHkBjxbVG,221653,3,8
198,0Wk0hYXRmONOwcZ9PU5gqQ,Slip Into Spring/The Harvest,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,364573,22,0.323,0.534,7,-11.335,1,0.0661,0.339,0.0158,0.0262,0.375,82.164,audio_features,spotify:track:0Wk0hYXRmONOwcZ9PU5gqQ,https://api.spotify.com/v1/tracks/0Wk0hYXRmONOwcZ9PU5gqQ,https://api.spotify.com/v1/audio-analysis/0Wk0hYXRmONOwcZ9PU5gqQ,364573,4,6
199,0uWxBkWRyS55h1dbfI1F2S,Riverdance,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,341973,29,0.315,0.539,4,-12.471,0,0.0586,0.601,0.0203,0.171,0.469,114.204,audio_features,spotify:track:0uWxBkWRyS55h1dbfI1F2S,https://api.spotify.com/v1/tracks/0uWxBkWRyS55h1dbfI1F2S,https://api.spotify.com/v1/audio-analysis/0uWxBkWRyS55h1dbfI1F2S,341973,3,6
200,5hdvAJaYehCV7fQU2NQvrq,American Wake (The Nova Scotia Set),Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,189360,26,0.271,0.587,2,-10.499,1,0.0673,0.222,0.077,0.163,0.448,76.07,audio_features,spotify:track:5hdvAJaYehCV7fQU2NQvrq,https://api.spotify.com/v1/tracks/5hdvAJaYehCV7fQU2NQvrq,https://api.spotify.com/v1/audio-analysis/5hdvAJaYehCV7fQU2NQvrq,189360,4,6
201,4YpNL3kloYws0Hdy3T862a,Lift The Wings,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,265520,21,0.348,0.18,9,-16.605,1,0.0349,0.965,0.000165,0.115,0.156,123.814,audio_features,spotify:track:4YpNL3kloYws0Hdy3T862a,https://api.spotify.com/v1/tracks/4YpNL3kloYws0Hdy3T862a,https://api.spotify.com/v1/audio-analysis/4YpNL3kloYws0Hdy3T862a,265520,4,1
202,4TZ4amJRGxcR1Be1bipNlH,Trading Taps,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,284493,20,0.497,0.487,2,-11.593,1,0.0916,0.762,0.939,0.0823,0.6,130.319,audio_features,spotify:track:4TZ4amJRGxcR1Be1bipNlH,https://api.spotify.com/v1/tracks/4TZ4amJRGxcR1Be1bipNlH,https://api.spotify.com/v1/audio-analysis/4TZ4amJRGxcR1Be1bipNlH,284493,4,9
203,2j9kgp6jVllgUCycv0fk77,Macedonian Morning,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,179133,18,0.226,0.129,2,-20.112,1,0.0396,0.948,0.974,0.129,0.0464,79.762,audio_features,spotify:track:2j9kgp6jVllgUCycv0fk77,https://api.spotify.com/v1/tracks/2j9kgp6jVllgUCycv0fk77,https://api.spotify.com/v1/audio-analysis/2j9kgp6jVllgUCycv0fk77,179133,3,3
204,6NQv6d30h4FzSKRuvWT5xe,Marta’s Dance/The Russian Dervish,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,275960,22,0.543,0.68,4,-11.371,0,0.0491,0.396,0.291,0.0737,0.278,102.095,audio_features,spotify:track:6NQv6d30h4FzSKRuvWT5xe,https://api.spotify.com/v1/tracks/6NQv6d30h4FzSKRuvWT5xe,https://api.spotify.com/v1/audio-analysis/6NQv6d30h4FzSKRuvWT5xe,275960,4,6
205,3AKudVU6ENuJHRpwtI3SOn,Andalucía,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,261933,20,0.608,0.518,9,-13.807,0,0.0331,0.706,0.899,0.1,0.553,110.025,audio_features,spotify:track:3AKudVU6ENuJHRpwtI3SOn,https://api.spotify.com/v1/tracks/3AKudVU6ENuJHRpwtI3SOn,https://api.spotify.com/v1/audio-analysis/3AKudVU6ENuJHRpwtI3SOn,261933,3,9
206,1uphDklbN1JspAToT3zElh,Traditional Set,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,121800,21,0.665,0.685,2,-10.106,1,0.0356,0.794,0.157,0.0904,0.768,130.017,audio_features,spotify:track:1uphDklbN1JspAToT3zElh,https://api.spotify.com/v1/tracks/1uphDklbN1JspAToT3zElh,https://api.spotify.com/v1/audio-analysis/1uphDklbN1JspAToT3zElh,121800,4,8
207,5wzGkq8LblViRZrnirz8sH,Heartland,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,212240,26,0.388,0.712,7,-10.87,1,0.0564,0.158,0.663,0.057,0.253,120.471,audio_features,spotify:track:5wzGkq8LblViRZrnirz8sH,https://api.spotify.com/v1/tracks/5wzGkq8LblViRZrnirz8sH,https://api.spotify.com/v1/audio-analysis/5wzGkq8LblViRZrnirz8sH,212240,4,4
208,2CHpnsh3HdZO6N94X2Ttf8,Home And The Heartland,Riverdance 25th Anniversary: Music From The Show,Bill Whelan,2019-12-06,196466,19,0.516,0.264,7,-17.776,1,0.0313,0.868,0.119,0.103,0.218,97.958,audio_features,spotify:track:2CHpnsh3HdZO6N94X2Ttf8,https://api.spotify.com/v1/tracks/2CHpnsh3HdZO6N94X2Ttf8,https://api.spotify.com/v1/audio-analysis/2CHpnsh3HdZO6N94X2Ttf8,196467,3,1
209,62343RP4laOlD7KLtT6D2o,The Moorlough Shore,Celtic Songs of Love,Various Artists,1997,239066,6,0.264,0.0753,5,-14.586,1,0.0338,0.966,0.0,0.0747,0.271,84.729,audio_features,spotify:track:62343RP4laOlD7KLtT6D2o,https://api.spotify.com/v1/tracks/62343RP4laOlD7KLtT6D2o,https://api.spotify.com/v1/audio-analysis/62343RP4laOlD7KLtT6D2o,239067,4,1
210,4Ny0w8nQ2m0GmOM4J0Fzcf,The Banks of the Lee,Celtic Songs of Love,Various Artists,1997,205440,5,0.354,0.0621,5,-16.031,1,0.0412,0.969,0.0,0.199,0.575,87.793,audio_features,spotify:track:4Ny0w8nQ2m0GmOM4J0Fzcf,https://api.spotify.com/v1/tracks/4Ny0w8nQ2m0GmOM4J0Fzcf,https://api.spotify.com/v1/audio-analysis/4Ny0w8nQ2m0GmOM4J0Fzcf,205440,3,1
211,4uY2RHD6ZTqtRjjmGCIy4a,The Well Below the Valley,Celtic Songs of Love,Various Artists,1997,215626,8,0.6,0.254,4,-15.274,1,0.0506,0.867,2.34e-05,0.117,0.925,107.348,audio_features,spotify:track:4uY2RHD6ZTqtRjjmGCIy4a,https://api.spotify.com/v1/tracks/4uY2RHD6ZTqtRjjmGCIy4a,https://api.spotify.com/v1/audio-analysis/4uY2RHD6ZTqtRjjmGCIy4a,215627,3,8
212,1z2PoklX2Ph9zWBrWI8CvV,Siubhan Ni Dhuibhir,Celtic Songs of Love,Various Artists,1997,170200,8,0.311,0.215,7,-13.219,1,0.0354,0.975,0.00147,0.0824,0.375,83.679,audio_features,spotify:track:1z2PoklX2Ph9zWBrWI8CvV,https://api.spotify.com/v1/tracks/1z2PoklX2Ph9zWBrWI8CvV,https://api.spotify.com/v1/audio-analysis/1z2PoklX2Ph9zWBrWI8CvV,170200,4,1
213,3rLg1MXU6Z5pXqFbmTf5Or,Cello Concerto No. 1 in C Hob. VIIb/1: III. Allegro molto,Haydn - Cello Concertos Nos. 1 & 2; Sinfonia Overtura,Franz Joseph Haydn,1998-01-01,410266,2,0.399,0.218,0,-18.963,1,0.0391,0.977,0.912,0.0592,0.637,152.395,audio_features,spotify:track:3rLg1MXU6Z5pXqFbmTf5Or,https://api.spotify.com/v1/tracks/3rLg1MXU6Z5pXqFbmTf5Or,https://api.spotify.com/v1/audio-analysis/3rLg1MXU6Z5pXqFbmTf5Or,410267,4,9
214,4ynoKMvB3RPFweFtUUyB3N,Sinfonia Overtura in G 'Lo Speziale' (dramma giocosa) Hob 1a:10: I. Presto,Haydn - Cello Concertos Nos. 1 & 2; Sinfonia Overtura,Franz Joseph Haydn,1998-01-01,171133,0,0.445,0.217,7,-18.441,1,0.0329,0.939,0.873,0.0466,0.431,80.474,audio_features,spotify:track:4ynoKMvB3RPFweFtUUyB3N,https://api.spotify.com/v1/tracks/4ynoKMvB3RPFweFtUUyB3N,https://api.spotify.com/v1/audio-analysis/4ynoKMvB3RPFweFtUUyB3N,171133,4,9
215,1E6ATKpSlOgnkylQU96RuU,"Vivaldi: Cello Concerto in A Minor, RV 420: III. Allegro",Vivaldi Cello Concertos,Antonio Vivaldi,2008-11-03,192920,7,0.363,0.368,0,-18.121,1,0.052,0.751,0.847,0.0637,0.681,152.083,audio_features,spotify:track:1E6ATKpSlOgnkylQU96RuU,https://api.spotify.com/v1/tracks/1E6ATKpSlOgnkylQU96RuU,https://api.spotify.com/v1/audio-analysis/1E6ATKpSlOgnkylQU96RuU,192920,3,9
216,2l33rnFkx3m59z3hYuBFmv,"Vivaldi: Cello Concerto in C Major, RV 400: I. Allegro",Vivaldi Cello Concertos,Antonio Vivaldi,2008-11-03,165626,6,0.518,0.263,0,-18.159,1,0.0401,0.944,0.878,0.385,0.771,119.109,audio_features,spotify:track:2l33rnFkx3m59z3hYuBFmv,https://api.spotify.com/v1/tracks/2l33rnFkx3m59z3hYuBFmv,https://api.spotify.com/v1/audio-analysis/2l33rnFkx3m59z3hYuBFmv,165627,4,9
217,6TW98JEY6XbzoGrL7UtuXl,"Vivaldi: Cello Concerto in C Major, RV 400: III. Allegro non molto",Vivaldi Cello Concertos,Antonio Vivaldi,2008-11-03,165893,5,0.425,0.17,7,-16.652,1,0.0396,0.938,0.852,0.0877,0.483,115.07,audio_features,spotify:track:6TW98JEY6XbzoGrL7UtuXl,https://api.spotify.com/v1/tracks/6TW98JEY6XbzoGrL7UtuXl,https://api.spotify.com/v1/audio-analysis/6TW98JEY6XbzoGrL7UtuXl,165893,3,9
218,17RxVkv2lZzlkdaHKz6etx,"Vivaldi: Cello Concerto in C Minor, RV 401: III. Allegro ma non molto",Vivaldi Cello Concertos,Antonio Vivaldi,2008-11-03,182120,5,0.358,0.212,0,-18.043,0,0.0559,0.955,0.808,0.131,0.591,167.258,audio_features,spotify:track:17RxVkv2lZzlkdaHKz6etx,https://api.spotify.com/v1/tracks/17RxVkv2lZzlkdaHKz6etx,https://api.spotify.com/v1/audio-analysis/17RxVkv2lZzlkdaHKz6etx,182120,3,9
